optID,time,tradeDate,inventory(k) ,contractType,dayToExpire,iv,strikePrice,delta,gamma,rho,theta,vega,pre_settlePrice,settlePrice_chg,spotPrice,theoryMargin,theoryPrice,settlePrice
10001600,63,2019/4/3,1.948,0,84,32,2.4,0.9799,0.1688,0.0053,-3.00E-04,7.00E-04,0.513,5.6,2.901,-0.0163,0.5252,0.5415
10001600,64,2019/4/4,1.913,0,83,31.3,2.4,0.987,0.1175,0.0053,-3.00E-04,5.00E-04,0.5398,6.4,2.939,-0.0124,0.5621,0.5745
10001600,65,2019/4/8,1.87,0,79,36.1,2.4,0.9873,0.1146,0.0051,-3.00E-04,4.00E-04,0.5766,1.5,2.943,-0.02,0.565,0.585
10001600,66,2019/4/9,1.849,0,78,31.3,2.4,0.9923,0.0793,0.005,-3.00E-04,3.00E-04,0.5833,-0.6,2.949,-0.0099,0.5701,0.58
10001600,67,2019/4/10,1.766,0,77,27,2.4,0.9933,0.0702,0.005,-3.00E-04,3.00E-04,0.5858,0.6,2.964,-0.0044,0.5848,0.5892
10001600,68,2019/4/11,1.773,0,76,34.7,2.4,0.9886,0.1133,0.0049,-3.00E-04,4.00E-04,0.5986,-7.8,2.912,-0.0189,0.533,0.5519
10001600,69,2019/4/12,1.771,0,75,32.4,2.4,0.9896,0.1076,0.0048,-3.00E-04,4.00E-04,0.5469,-1,2.906,-0.0146,0.5266,0.5412
10001600,70,2019/4/15,2.213,0,72,31,2.4,0.9865,0.1291,0.0046,-3.00E-04,4.00E-04,0.5453,-1.6,2.906,-0.0106,0.5262,0.5368
10001600,71,2019/4/16,2.208,0,71,33.8,2.4,0.9949,0.0529,0.0046,-3.00E-04,2.00E-04,0.5368,18.6,3.008,-0.0095,0.6271,0.6366
10001600,72,2019/4/17,2.208,0,70,36.4,2.4,0.9949,0.054,0.0045,-3.00E-04,2.00E-04,0.6406,-1.7,2.997,-0.0137,0.6158,0.6295
10001600,73,2019/4/18,2.204,0,69,34.7,2.4,0.9949,0.0546,0.0045,-3.00E-04,2.00E-04,0.6278,-1.8,2.987,-0.0113,0.6055,0.6168
10001600,74,2019/4/19,2.203,0,68,28.2,2.4,0.9966,0.0382,0.0044,-3.00E-04,1.00E-04,0.6168,4.6,3.024,-0.0028,0.6421,0.6449
10001600,75,2019/4/22,2.215,0,65,30.6,2.4,0.9925,0.0773,0.0042,-3.00E-04,3.00E-04,0.6482,-10.1,2.959,-0.006,0.5767,0.5827
10001600,76,2019/4/23,2.214,0,64,0,2.4,0.9931,0.0719,0.0041,-3.00E-04,2.00E-04,0.585,-0.9,2.963,8.00E-04,0.5804,0.5796
10001600,77,2019/4/24,2.23,0,63,0,2.4,0.9937,0.068,0.0041,-3.00E-04,2.00E-04,0.587,-2.6,2.958,0.0036,0.5751,0.5715
10001600,78,2019/4/25,2.031,0,62,36,2.4,0.9903,0.1018,0.004,-3.00E-04,3.00E-04,0.5819,-6.3,2.913,-0.0151,0.5301,0.5452
10001600,79,2019/4/26,2.022,0,61,32.1,2.4,0.9862,0.1395,0.0039,-3.00E-04,4.00E-04,0.5431,-6.6,2.88,-0.0103,0.4972,0.5075
10001600,80,2019/4/30,1.939,0,57,31.9,2.4,0.9938,0.0715,0.0037,-3.00E-04,2.00E-04,0.544,1.1,2.928,-0.0068,0.5434,0.5502
10001600,81,2019/5/6,1.741,0,51,35.9,2.4,0.959,0.3444,0.0032,-5.00E-04,9.00E-04,0.5502,-23.4,2.787,-0.0169,0.4048,0.4217
10001600,82,2019/5/7,1.8,0,50,31.3,2.4,0.959,0.3418,0.0031,-5.00E-04,9.00E-04,0.4141,1.4,2.79,-0.0125,0.4075,0.42
10001600,83,2019/5/9,1.802,0,48,28.3,2.4,0.9051,0.6748,0.0028,-7.00E-04,0.0016,0.3724,-15.4,2.686,-0.0048,0.3102,0.315
10001600,84,2019/5/10,1.718,0,47,26.2,2.4,0.9485,0.3985,0.0029,-5.00E-04,0.0011,0.3188,23.9,2.777,4.00E-04,0.3953,0.3949
10001600,85,2019/5/13,1.785,0,44,28.2,2.4,0.9283,0.5394,0.0026,-6.00E-04,0.0013,0.3953,-12.3,2.725,-0.0019,0.3449,0.3468
10001600,86,2019/5/14,1.803,0,43,29.8,2.4,0.92,0.5947,0.0025,-7.00E-04,0.0014,0.347,-4,2.708,-0.0045,0.3287,0.3332
10001600,87,2019/5/15,1.68,0,42,28.6,2.4,0.9509,0.4046,0.0026,-6.00E-04,0.001,0.3332,15,2.765,-0.0019,0.3813,0.3832
10001600,88,2019/5/16,1.827,0,41,24.9,2.4,0.9567,0.3704,0.0025,-5.00E-04,9.00E-04,0.3832,1.2,2.774,0.0014,0.3893,0.3879
10001600,89,2019/5/17,1.854,0,40,26.4,2.4,0.9434,0.4931,0.0024,-6.00E-04,0.001,0.3877,-12.3,2.723,-8.00E-04,0.3393,0.3401
10001600,90,2019/5/20,1.872,0,37,28.3,2.4,0.9399,0.5507,0.0023,-6.00E-04,0.001,0.3407,-6.6,2.699,-0.0036,0.3145,0.3181
10001600,91,2019/5/21,2.022,0,36,26.7,2.4,0.9523,0.4574,0.0022,-5.00E-04,8.00E-04,0.3178,6.1,2.722,-0.0012,0.3359,0.3371
10001600,92,2019/5/22,2.63,0,35,0,2.4,0.9476,0.5006,0.0022,-6.00E-04,9.00E-04,0.3368,-5.7,2.709,0.0054,0.3231,0.3177
10001600,93,2019/5/23,2.862,0,34,15.6,2.4,0.9348,0.6195,0.0021,-6.00E-04,0.001,0.3195,-9.2,2.677,0.0019,0.2919,0.29
10001600,94,2019/5/24,2.757,0,33,21.5,2.4,0.9474,0.5348,0.002,-6.00E-04,9.00E-04,0.29,4.1,2.691,0.0022,0.3042,0.302
10001600,95,2019/5/27,2.949,0,30,7.8,2.4,0.9633,0.4113,0.0019,-5.00E-04,6.00E-04,0.302,6.6,2.714,0.0029,0.3248,0.3219
10001600,96,2019/5/28,2.419,0,29,0,2.4,0.9742,0.3152,0.0018,-5.00E-04,5.00E-04,0.3219,2.5,2.733,0.0126,0.3425,0.3299
10001600,97,2019/5/29,2.227,0,28,0,2.4,0.9794,0.2615,0.0018,-4.00E-04,4.00E-04,0.333,5.7,2.748,0.0049,0.3568,0.3519
10001600,98,2019/5/30,2.274,0,27,0,2.4,0.9782,0.2811,0.0017,-4.00E-04,4.00E-04,0.3499,-2.9,2.737,0.0059,0.3456,0.3397
10001600,99,2019/5/31,2.227,0,26,0,2.4,0.9791,0.2819,0.0017,-4.00E-04,4.00E-04,0.3397,-3.7,2.728,0.0089,0.3362,0.3273
10001600,100,2019/6/3,2.259,0,23,0,2.4,0.9864,0.205,0.0015,-4.00E-04,2.00E-04,0.328,3.7,2.74,0.0069,0.3469,0.34
10001600,101,2019/6/4,2.248,0,22,0,2.4,0.9936,0.1272,0.0014,-3.00E-04,1.00E-04,0.3408,-4.7,2.723,0.0044,0.3291,0.3247
10001600,102,2019/6/5,2.136,0,21,0,2.4,0.9945,0.1154,0.0014,-3.00E-04,1.00E-04,0.3251,-0.6,2.718,8.00E-04,0.3238,0.323
10001600,103,2019/6/6,2.281,0,20,27.3,2.4,0.9957,0.0995,0.0013,-3.00E-04,1.00E-04,0.323,-3.7,2.704,-0.0016,0.3094,0.311
10001600,104,2019/6/10,2.275,0,16,0,2.4,0.9995,0.0154,0.001,-3.00E-04,0,0.311,9.6,2.739,0.0023,0.3432,0.3409
10001600,105,2019/6/11,2.211,0,15,0,2.4,1,1.00E-04,0.001,-3.00E-04,0,0.3409,19.8,2.816,0.0114,0.4199,0.4085
10001600,106,2019/6/12,2.122,0,14,0,2.4,1,1.00E-04,9.00E-04,-3.00E-04,0,0.414,-2.7,2.802,0.0028,0.4057,0.4029
10001600,107,2019/6/13,2.089,0,13,37.1,2.4,1,0,9.00E-04,-3.00E-04,0,0.4029,-0.6,2.796,-9.00E-04,0.3994,0.4003
10001600,108,2019/6/14,2.104,0,12,0,2.4,1,0,8.00E-04,-3.00E-04,0,0.3999,-2.6,2.79,0.0035,0.3932,0.3897
10001601,1,2018/12/3,0.041,0,205,22.6,2.45,0.64,1.2729,0.008,-4.00E-04,0.007,0.19,11.1,2.482,-0.0476,0.1635,0.2111
10001601,2,2018/12/4,0.129,0,204,21.6,2.45,0.6526,1.2885,0.0082,-4.00E-04,0.0069,0.2121,-1.6,2.49,-0.0434,0.1654,0.2088
10001601,3,2018/12/5,0.22,0,203,22.2,2.45,0.637,1.3008,0.0079,-4.00E-04,0.0069,0.2092,-1.8,2.479,-0.0462,0.1593,0.2055
10001601,4,2018/12/6,0.455,0,202,23,2.45,0.5751,1.3968,0.007,-4.00E-04,0.0071,0.2051,-10.6,2.433,-0.0531,0.1303,0.1834
10001601,5,2018/12/7,0.466,0,201,22.8,2.45,0.5642,1.4685,0.0069,-4.00E-04,0.0071,0.1829,-3.3,2.425,-0.0558,0.1211,0.1769
10001601,6,2018/12/10,0.453,0,198,22.3,2.45,0.5379,1.5029,0.0064,-4.00E-04,0.007,0.1769,-8.1,2.408,-0.052,0.1105,0.1625
10001601,7,2018/12/11,0.488,0,197,21.8,2.45,0.545,1.5109,0.0065,-4.00E-04,0.007,0.1625,-0.8,2.413,-0.0491,0.1121,0.1612
10001601,8,2018/12/12,0.501,0,196,21.9,2.45,0.5546,1.6273,0.0066,-4.00E-04,0.007,0.1622,1.4,2.419,-0.0571,0.1073,0.1644
10001601,9,2018/12/13,0.606,0,195,21.3,2.45,0.6076,1.5421,0.0073,-4.00E-04,0.0069,0.1647,9.1,2.453,-0.0516,0.1281,0.1797
10001601,10,2018/12/14,0.606,0,194,22.1,2.45,0.5601,1.6063,0.0066,-4.00E-04,0.007,0.1796,-6.8,2.423,-0.0572,0.1102,0.1674
10001601,11,2018/12/17,0.688,0,191,21.9,2.45,0.5545,1.6723,0.0065,-4.00E-04,0.0069,0.1679,-3.1,2.42,-0.0581,0.1046,0.1627
10001601,12,2018/12/18,0.752,0,190,22.3,2.45,0.5056,1.6756,0.0058,-4.00E-04,0.0069,0.1623,-7.9,2.391,-0.0586,0.0909,0.1495
10001601,13,2018/12/19,0.742,0,189,22.6,2.45,0.4601,1.715,0.0052,-4.00E-04,0.0068,0.1482,-7.1,2.365,-0.0611,0.0766,0.1377
10001601,14,2018/12/20,0.766,0,189,22.5,2.45,0.4077,1.6299,0.0046,-3.00E-04,0.0065,0.139,-13.7,2.331,-0.0541,0.0659,0.12
10001601,15,2018/12/21,0.88,0,189,23.5,2.45,0.3645,1.5642,0.0041,-3.00E-04,0.0062,0.1205,-5,2.302,-0.0579,0.0566,0.1145
10001601,16,2018/12/27,1.311,0,189,23.4,2.45,0.3447,1.3888,0.0038,-3.00E-04,0.006,0.1029,-0.4,2.275,-0.0451,0.0574,0.1025
10001601,17,2018/12/28,1.883,0,189,22.3,2.45,0.36,1.4039,0.0039,-3.00E-04,0.0062,0.1011,-1.5,2.286,-0.0383,0.0613,0.0996
10001601,18,2019/1/2,2.821,0,176,22.8,2.45,0.3078,1.3696,0.0031,-3.00E-04,0.0055,0.0996,-15.2,2.255,-0.0368,0.0477,0.0845
10001601,19,2019/1/3,3.631,0,176,22,2.45,0.3161,1.3817,0.0032,-3.00E-04,0.0056,0.0843,-2.7,2.261,-0.0324,0.0496,0.082
10001601,20,2019/1/4,3.714,0,176,21.5,2.45,0.3913,1.4083,0.004,-4.00E-04,0.0062,0.082,20.5,2.31,-0.0283,0.0705,0.0988
10001601,21,2019/1/7,3.333,0,176,21.8,2.45,0.3852,1.4205,0.004,-4.00E-04,0.0061,0.0988,0.4,2.307,-0.0311,0.0681,0.0992
10001601,22,2019/1/8,2.773,0,176,21.2,2.45,0.3723,1.4356,0.0038,-4.00E-04,0.006,0.0992,-6.8,2.3,-0.0289,0.0636,0.0925
10001601,23,2019/1/9,2.663,0,176,19.9,2.45,0.414,1.4031,0.0043,-4.00E-04,0.0063,0.0925,2.8,2.325,-0.0173,0.0778,0.0951
10001601,24,2019/1/10,2.675,0,176,19.3,2.45,0.4175,1.4122,0.0043,-4.00E-04,0.0063,0.0951,-2.6,2.328,-0.0142,0.0784,0.0926
10001601,25,2019/1/11,2.695,0,176,18.9,2.45,0.445,1.4096,0.0046,-4.00E-04,0.0064,0.0926,6.3,2.347,-0.0112,0.0872,0.0984
10001601,26,2019/1/14,3.323,0,176,18.7,2.45,0.4132,1.4107,0.0043,-4.00E-04,0.0063,0.0984,-11.4,2.325,-0.0101,0.0771,0.0872
10001601,27,2019/1/15,4.244,0,176,17.1,2.45,0.4766,1.4235,0.005,-4.00E-04,0.0066,0.0872,11.2,2.37,-5.00E-04,0.0965,0.097
10001601,28,2019/1/16,4.467,0,176,15.8,2.45,0.4826,1.4139,0.005,-4.00E-04,0.0066,0.097,-6.7,2.374,0.0086,0.0991,0.0905
10001601,29,2019/1/17,4.409,0,176,15.6,2.45,0.4703,1.4084,0.0049,-4.00E-04,0.0065,0.0905,-5.7,2.365,0.0102,0.0955,0.0853
10001601,30,2019/2/1,6.866,0,145,16.1,2.45,0.6397,1.3853,0.0057,-5.00E-04,0.0059,0.1341,8.1,2.492,0.0062,0.1511,0.1449
10001601,31,2019/2/18,4.485,0,128,19.8,2.45,0.7829,1.359,0.0064,-4.00E-04,0.0045,0.1673,25.6,2.571,-0.0271,0.1831,0.2102
10001601,32,2019/2/19,4.456,0,127,21.9,2.45,0.7709,1.3611,0.0063,-5.00E-04,0.0046,0.2102,3.6,2.567,-0.0359,0.1818,0.2177
10001601,33,2019/2/20,4.506,0,126,21.6,2.45,0.7833,1.3098,0.0063,-5.00E-04,0.0044,0.2167,2.7,2.577,-0.033,0.1895,0.2225
10001601,34,2019/2/21,4.522,0,125,22.2,2.45,0.7625,1.3453,0.0061,-5.00E-04,0.0046,0.2238,-2.9,2.566,-0.0345,0.1828,0.2173
10001601,35,2019/2/22,4.485,0,124,20.7,2.45,0.8182,1.0882,0.0065,-5.00E-04,0.004,0.2173,13.8,2.618,-0.0211,0.2261,0.2472
10001601,36,2019/2/25,4.19,0,121,28.8,2.45,0.9263,0.4535,0.0073,-4.00E-04,0.0023,0.2483,77.3,2.816,-0.0313,0.4089,0.4402
10001601,37,2019/2/26,3.454,0,120,28.3,2.45,0.8692,0.6858,0.0067,-5.00E-04,0.0033,0.4402,-16.9,2.729,-0.0336,0.3324,0.366
10001601,38,2019/2/27,2.787,0,119,30.3,2.45,0.8661,0.6707,0.0066,-5.00E-04,0.0034,0.3688,3,2.736,-0.0391,0.3406,0.3797
10001601,39,2019/2/28,2.66,0,118,28.2,2.45,0.8668,0.6711,0.0066,-5.00E-04,0.0033,0.3799,-2.6,2.736,-0.0298,0.3401,0.3699
10001601,40,2019/3/1,2.737,0,117,30.4,2.45,0.9035,0.5155,0.0068,-5.00E-04,0.0027,0.3692,17,2.802,-0.0331,0.399,0.4321
10001601,41,2019/3/4,1.989,0,114,29.9,2.45,0.8956,0.5072,0.0066,-5.00E-04,0.0028,0.4326,1.4,2.815,-0.0246,0.4142,0.4388
10001601,42,2019/3/5,1.912,0,113,33.5,2.45,0.8971,0.5089,0.0065,-5.00E-04,0.0028,0.4388,2.7,2.813,-0.0392,0.4114,0.4506
10001601,43,2019/3/6,1.614,0,112,34,2.45,0.8987,0.4976,0.0065,-5.00E-04,0.0028,0.4498,1.8,2.82,-0.0397,0.418,0.4577
10001601,44,2019/3/7,1.641,0,111,32.5,2.45,0.872,0.5952,0.0062,-6.00E-04,0.0032,0.4523,-8.8,2.773,-0.0362,0.3764,0.4126
10001601,45,2019/3/8,1.798,0,110,31,2.45,0.7935,0.803,0.0055,-7.00E-04,0.0042,0.4078,-19.4,2.675,-0.0303,0.2985,0.3288
10001601,46,2019/3/11,1.724,0,107,28.7,2.45,0.8065,0.7753,0.0055,-7.00E-04,0.004,0.3316,-1.3,2.69,-0.0183,0.3089,0.3272
10001601,47,2019/3/12,1.437,0,106,28.8,2.45,0.8123,0.749,0.0054,-7.00E-04,0.0039,0.3272,2.6,2.701,-0.0169,0.3187,0.3356
10001601,48,2019/3/13,1.441,0,105,30.5,2.45,0.8135,0.7363,0.0054,-7.00E-04,0.0039,0.3356,3.1,2.706,-0.0223,0.3237,0.346
10001601,49,2019/3/14,1.373,0,104,30.4,2.45,0.818,0.7305,0.0054,-7.00E-04,0.0038,0.346,0.5,2.71,-0.0219,0.3259,0.3478
10001601,50,2019/3/15,1.392,0,103,30,2.45,0.8387,0.6638,0.0055,-7.00E-04,0.0036,0.3473,6.8,2.742,-0.0179,0.3529,0.3708
10001601,51,2019/3/18,1.368,0,100,30.9,2.45,0.8829,0.528,0.0057,-6.00E-04,0.0029,0.3708,15.9,2.812,-0.0184,0.4113,0.4297
10001601,52,2019/3/19,1.349,0,99,30.2,2.45,0.8709,0.5705,0.0055,-6.00E-04,0.0031,0.4315,-5.5,2.79,-0.0159,0.3917,0.4076
10001601,53,2019/3/20,1.348,0,98,30.1,2.45,0.8749,0.5624,0.0055,-6.00E-04,0.003,0.4083,0.4,2.794,-0.0156,0.3943,0.4099
10001601,54,2019/3/21,1.342,0,97,30.9,2.45,0.8709,0.5822,0.0054,-6.00E-04,0.003,0.4091,-1.3,2.784,-0.019,0.3846,0.4036
10001601,55,2019/3/22,1.328,0,96,30.2,2.45,0.8685,0.5965,0.0054,-6.00E-04,0.003,0.4038,-2.3,2.777,-0.0171,0.3776,0.3947
10001601,56,2019/3/25,1.277,0,93,25.7,2.45,0.8187,0.764,0.0048,-7.00E-04,0.0036,0.3955,-20.5,2.702,-0.0015,0.313,0.3145
10001601,57,2019/3/26,1.276,0,92,25.8,2.45,0.8317,0.8089,0.0049,-6.00E-04,0.0034,0.3161,-3.2,2.692,-0.0099,0.296,0.3059
10001601,58,2019/3/27,1.249,0,91,24.2,2.45,0.8611,0.7237,0.005,-6.00E-04,0.003,0.3059,6.4,2.723,-0.0055,0.32,0.3255
10001601,59,2019/3/28,1.227,0,90,24,2.45,0.8643,0.7373,0.005,-6.00E-04,0.0029,0.326,-1.9,2.718,-0.0064,0.3134,0.3198
10001601,60,2019/3/29,1.084,0,89,28.3,2.45,0.9201,0.474,0.0053,-5.00E-04,0.0021,0.3233,29.7,2.819,-0.0146,0.4046,0.4192
10001601,61,2019/4/1,1.081,0,86,27.8,2.45,0.9462,0.3498,0.0053,-4.00E-04,0.0015,0.4192,10.9,2.874,-0.0105,0.4544,0.4649
10001601,62,2019/4/2,1.078,0,85,28.1,2.45,0.9606,0.3008,0.0054,-4.00E-04,0.0012,0.4679,-1,2.872,-0.0137,0.4494,0.4631
10001601,63,2019/4/3,1.035,0,84,31.3,2.45,0.9674,0.253,0.0054,-4.00E-04,0.001,0.4691,6.6,2.901,-0.0227,0.4773,0.5
10001601,64,2019/4/4,1.001,0,83,29.7,2.45,0.9779,0.184,0.0054,-3.00E-04,7.00E-04,0.4945,6.5,2.939,-0.0131,0.5136,0.5267
10001601,65,2019/4/8,0.915,0,79,35.2,2.45,0.9785,0.1801,0.0051,-4.00E-04,7.00E-04,0.5327,1.4,2.943,-0.0235,0.5165,0.54
10001601,66,2019/4/9,0.908,0,78,31.6,2.45,0.986,0.1345,0.0051,-3.00E-04,5.00E-04,0.5378,-0.2,2.949,-0.0155,0.5212,0.5367
10001601,67,2019/4/10,0.867,0,77,27.3,2.45,0.9876,0.1201,0.005,-3.00E-04,4.00E-04,0.5398,0.5,2.964,-0.0068,0.5358,0.5426
10001601,68,2019/4/11,0.855,0,76,31.8,2.45,0.9798,0.1857,0.0049,-3.00E-04,6.00E-04,0.5523,-9.1,2.912,-0.0176,0.4843,0.5019
10001601,69,2019/4/12,0.855,0,75,32.4,2.45,0.9812,0.1801,0.0049,-3.00E-04,6.00E-04,0.5019,-0.9,2.906,-0.0193,0.4779,0.4972
10001601,70,2019/4/15,0.857,0,72,30.6,2.45,0.9766,0.2068,0.0047,-4.00E-04,7.00E-04,0.4986,-1.5,2.906,-0.0136,0.4777,0.4913
10001601,71,2019/4/16,0.856,0,71,35.9,2.45,0.9905,0.0914,0.0047,-3.00E-04,3.00E-04,0.4911,21.1,3.008,-0.0168,0.5779,0.5947
10001601,72,2019/4/17,0.93,0,70,36.1,2.45,0.9904,0.0941,0.0046,-3.00E-04,3.00E-04,0.5947,-1.8,2.997,-0.0174,0.5666,0.584
10001601,73,2019/4/18,0.938,0,69,36.1,2.45,0.9904,0.0961,0.0045,-3.00E-04,3.00E-04,0.5816,-1.3,2.987,-0.0179,0.5563,0.5742
10001601,74,2019/4/19,0.839,0,68,28.3,2.45,0.9933,0.0691,0.0045,-3.00E-04,2.00E-04,0.5682,5.1,3.024,-0.0043,0.5928,0.5971
10001601,75,2019/4/22,0.859,0,65,29.5,2.45,0.9863,0.1309,0.0043,-3.00E-04,4.00E-04,0.6001,-10.9,2.959,-0.007,0.5277,0.5347
10001601,76,2019/4/23,0.846,0,64,30.9,2.45,0.9873,0.1232,0.0042,-3.00E-04,4.00E-04,0.537,0.5,2.963,-0.0085,0.5313,0.5398
10001601,77,2019/4/24,0.83,0,63,0,2.45,0.9881,0.1186,0.0041,-3.00E-04,4.00E-04,0.5398,-3.2,2.958,0.0037,0.526,0.5223
10001601,78,2019/4/25,1.433,0,62,33.7,2.45,0.9822,0.1719,0.004,-4.00E-04,5.00E-04,0.5326,-6.8,2.913,-0.0153,0.4813,0.4966
10001601,79,2019/4/26,1.392,0,61,29.3,2.45,0.9755,0.2281,0.0039,-4.00E-04,7.00E-04,0.4966,-7.8,2.88,-0.0093,0.4487,0.458
10001601,80,2019/4/30,1.394,0,57,29.3,2.45,0.9879,0.1288,0.0037,-3.00E-04,4.00E-04,0.4962,0.9,2.928,-0.0062,0.4943,0.5005
10001601,81,2019/5/6,1.442,0,51,30.3,2.45,0.935,0.4968,0.0031,-6.00E-04,0.0013,0.501,-26.6,2.787,-0.0095,0.3582,0.3677
10001601,82,2019/5/7,1.703,0,50,31.4,2.45,0.9352,0.492,0.0031,-6.00E-04,0.0013,0.3677,1.1,2.79,-0.0108,0.3609,0.3717
10001601,83,2019/5/9,2.012,0,48,29.4,2.45,0.8621,0.88,0.0027,-8.00E-04,0.0021,0.3265,-15.6,2.686,-0.0085,0.2671,0.2756
10001601,84,2019/5/10,1.913,0,47,28.4,2.45,0.9214,0.5537,0.0028,-7.00E-04,0.0015,0.2756,27.8,2.777,-0.0028,0.3494,0.3522
10001601,85,2019/5/13,1.978,0,44,28.9,2.45,0.8928,0.7279,0.0026,-8.00E-04,0.0017,0.3504,-13.2,2.725,-0.0039,0.3004,0.3043
10001601,86,2019/5/14,2.083,0,43,28.8,2.45,0.8813,0.7939,0.0025,-8.00E-04,0.0018,0.3029,-4.9,2.708,-0.0033,0.2847,0.288
10001601,87,2019/5/15,2.213,0,42,26.3,2.45,0.9231,0.5737,0.0026,-7.00E-04,0.0014,0.2861,17,2.765,7.00E-04,0.3353,0.3346
10001601,88,2019/5/16,2.162,0,41,21.7,2.45,0.9309,0.5352,0.0025,-6.00E-04,0.0012,0.335,0.9,2.774,0.0049,0.3428,0.3379
10001601,89,2019/5/17,2.115,0,40,24.4,2.45,0.91,0.7037,0.0024,-7.00E-04,0.0015,0.3379,-13.6,2.723,0.0017,0.2937,0.292
10001601,90,2019/5/20,2.317,0,37,25.6,2.45,0.9027,0.7944,0.0022,-7.00E-04,0.0015,0.2948,-8.5,2.699,-6.00E-04,0.2692,0.2698
10001601,91,2019/5/21,2.269,0,36,25.3,2.45,0.9206,0.6808,0.0022,-7.00E-04,0.0013,0.2698,7.3,2.722,2.00E-04,0.2897,0.2895
10001601,92,2019/5/22,2.395,0,35,21.1,2.45,0.9132,0.739,0.0021,-7.00E-04,0.0013,0.2888,-5.7,2.709,0.0049,0.2772,0.2723
10001601,93,2019/5/23,2.478,0,34,21.9,2.45,0.8932,0.8978,0.002,-8.00E-04,0.0015,0.2723,-10.9,2.677,0.0044,0.247,0.2426
10001601,94,2019/5/24,2.587,0,33,19.5,2.45,0.9105,0.8057,0.002,-7.00E-04,0.0013,0.2426,4.2,2.691,0.0055,0.2584,0.2529
10001601,95,2019/5/27,2.94,0,30,18.1,2.45,0.9337,0.6594,0.0019,-7.00E-04,0.001,0.2529,8,2.714,0.0048,0.2779,0.2731
10001601,96,2019/5/28,2.821,0,29,0,2.45,0.9506,0.537,0.0018,-6.00E-04,8.00E-04,0.2731,3.6,2.733,0.0118,0.2948,0.283
10001601,97,2019/5/29,2.662,0,28,31.3,2.45,0.9594,0.4606,0.0018,-6.00E-04,7.00E-04,0.283,6,2.748,0.0087,0.3087,0.3
10001601,98,2019/5/30,2.656,0,27,19.5,2.45,0.9567,0.496,0.0017,-6.00E-04,7.00E-04,0.3,-1.7,2.737,0.0026,0.2976,0.295
10001601,99,2019/5/31,2.559,0,26,0,2.45,0.9573,0.5095,0.0017,-6.00E-04,7.00E-04,0.295,-5.6,2.728,0.0096,0.2882,0.2786
10001601,100,2019/6/3,2.437,0,23,0,2.45,0.9697,0.4042,0.0015,-5.00E-04,5.00E-04,0.2786,4.5,2.74,0.0071,0.2982,0.2911
10001601,101,2019/6/4,2.57,0,22,0,2.45,0.9818,0.3138,0.0014,-4.00E-04,3.00E-04,0.2916,-5.7,2.723,0.0049,0.2799,0.275
10001601,102,2019/6/5,2.566,0,21,20,2.45,0.9835,0.3004,0.0014,-4.00E-04,3.00E-04,0.2762,-0.7,2.718,3.00E-04,0.2745,0.2742
10001601,103,2019/6/6,3.055,0,20,24.4,2.45,0.9857,0.2892,0.0013,-4.00E-04,2.00E-04,0.2742,-4.6,2.704,-0.0017,0.26,0.2617
10001601,104,2019/6/10,2.845,0,16,15.6,2.45,0.9974,0.0719,0.0011,-3.00E-04,0,0.2617,10.8,2.739,0.0034,0.2934,0.29
10001601,105,2019/6/11,1.8,0,15,0,2.45,1,0.0015,0.001,-3.00E-04,0,0.2905,23.6,2.816,0.0109,0.37,0.3591
10001601,106,2019/6/12,1.697,0,14,31.3,2.45,1,0.0011,9.00E-04,-3.00E-04,0,0.364,-2.2,2.802,-2.00E-04,0.3558,0.356
10001601,107,2019/6/13,1.743,0,13,33.2,2.45,1,4.00E-04,9.00E-04,-3.00E-04,0,0.3536,-0.9,2.796,-0.001,0.3495,0.3505
10001601,108,2019/6/14,1.648,0,12,0,2.45,1,2.00E-04,8.00E-04,-3.00E-04,0,0.3495,-2.3,2.79,0.0016,0.3432,0.3416
10001602,1,2018/12/3,0.21,0,205,22.7,2.5,0.5745,1.3337,0.0072,-4.00E-04,0.0073,0.1667,11.7,2.482,-0.0502,0.136,0.1862
10001602,2,2018/12/4,0.308,0,204,21.6,2.5,0.5859,1.3593,0.0074,-4.00E-04,0.0073,0.1854,-1.7,2.49,-0.045,0.1373,0.1823
10001602,3,2018/12/5,0.367,0,203,22,2.5,0.5702,1.3618,0.0071,-4.00E-04,0.0073,0.1823,-2.1,2.479,-0.0464,0.132,0.1784
10001602,4,2018/12/6,0.547,0,202,22.9,2.5,0.5056,1.4219,0.0062,-4.00E-04,0.0072,0.1778,-10.1,2.433,-0.0538,0.1061,0.1599
10001602,5,2018/12/7,0.625,0,201,22.5,2.5,0.4916,1.4875,0.006,-4.00E-04,0.0072,0.1581,-3.9,2.425,-0.0546,0.0974,0.152
10001602,6,2018/12/10,0.767,0,198,21.9,2.5,0.4645,1.5037,0.0056,-4.00E-04,0.007,0.152,-9.4,2.408,-0.0496,0.0881,0.1377
10001602,7,2018/12/11,0.813,0,197,21.7,2.5,0.471,1.5165,0.0057,-4.00E-04,0.0071,0.1387,-0.1,2.413,-0.0491,0.0894,0.1385
10001602,8,2018/12/12,0.981,0,196,21.6,2.5,0.4745,1.6394,0.0057,-4.00E-04,0.0071,0.1385,0.9,2.419,-0.0557,0.0841,0.1398
